angle_deg,trial_seed,firing_rate_hz
0,50000016,5.000000
0,50000017,4.000000
0,50000018,5.000000
0,50000019,3.000000
0,50000020,6.000000
0,50000021,5.000000
0,50000022,3.000000
0,50000023,3.000000
0,50000024,5.000000
0,50000025,5.000000
30,50001016,7.000000
30,50001017,4.000000
30,50001018,4.000000
30,50001019,4.000000
30,50001020,6.000000
30,50001021,3.000000
30,50001022,4.000000
30,50001023,5.000000
30,50001024,4.000000
30,50001025,5.000000
60,50002016,3.000000
60,50002017,4.000000
60,50002018,3.000000
60,50002019,3.000000
60,50002020,3.000000
60,50002021,4.000000
60,50002022,3.000000
60,50002023,4.000000
60,50002024,5.000000
60,50002025,4.000000
90,50003016,2.000000
90,50003017,2.000000
90,50003018,1.000000
90,50003019,3.000000
90,50003020,3.000000
90,50003021,2.000000
90,50003022,2.000000
90,50003023,3.000000
90,50003024,2.000000
90,50003025,2.000000
120,50004016,3.000000
120,50004017,1.000000
120,50004018,1.000000
120,50004019,2.000000
120,50004020,1.000000
120,50004021,1.000000
120,50004022,2.000000
120,50004023,1.000000
120,50004024,1.000000
120,50004025,2.000000
150,50005016,1.000000
150,50005017,1.000000
150,50005018,1.000000
150,50005019,1.000000
150,50005020,1.000000
150,50005021,1.000000
150,50005022,1.000000
150,50005023,1.000000
150,50005024,0.000000
150,50005025,1.000000
180,50006016,1.000000
180,50006017,0.000000
180,50006018,1.000000
180,50006019,1.000000
180,50006020,0.000000
180,50006021,1.000000
180,50006022,1.000000
180,50006023,1.000000
180,50006024,1.000000
180,50006025,0.000000
210,50007016,1.000000
210,50007017,1.000000
210,50007018,0.000000
210,50007019,1.000000
210,50007020,1.000000
210,50007021,1.000000
210,50007022,1.000000
210,50007023,0.000000
210,50007024,0.000000
210,50007025,1.000000
240,50008016,1.000000
240,50008017,1.000000
240,50008018,1.000000
240,50008019,1.000000
240,50008020,2.000000
240,50008021,0.000000
240,50008022,1.000000
240,50008023,1.000000
240,50008024,1.000000
240,50008025,1.000000
270,50009016,1.000000
270,50009017,2.000000
270,50009018,3.000000
270,50009019,1.000000
270,50009020,2.000000
270,50009021,0.000000
270,50009022,2.000000
270,50009023,2.000000
270,50009024,2.000000
270,50009025,1.000000
300,50010016,3.000000
300,50010017,2.000000
300,50010018,4.000000
300,50010019,3.000000
300,50010020,2.000000
300,50010021,4.000000
300,50010022,2.000000
300,50010023,4.000000
300,50010024,3.000000
300,50010025,4.000000
330,50011016,3.000000
330,50011017,4.000000
330,50011018,6.000000
330,50011019,4.000000
330,50011020,3.000000
330,50011021,3.000000
330,50011022,5.000000
330,50011023,4.000000
330,50011024,5.000000
330,50011025,3.000000
