gnmda_ns,angle_deg,trial_seed,sample_idx,t_ms,voltage_mv
0.000000,0,1,528,110.1000,-61.6795
0.000000,0,1,536,110.2187,-61.6662
0.000000,0,1,544,110.6647,-61.5669
0.000000,0,1,552,110.9825,-61.5028
0.000000,0,1,560,111.1673,-61.4627
0.000000,0,1,568,111.2303,-61.4482
0.000000,0,1,576,111.3350,-61.4208
0.000000,0,1,584,111.4150,-61.3952
0.000000,0,1,592,111.5407,-61.3452
0.000000,0,1,600,111.6150,-61.3084
0.000000,0,1,608,111.6929,-61.2627
0.000000,0,1,616,111.7826,-61.2030
0.000000,0,1,624,111.9951,-61.0306
0.000000,0,1,632,112.1213,-60.9128
0.000000,0,1,640,112.1913,-60.8428
0.000000,0,1,648,112.2850,-60.7430
0.000000,0,1,656,112.3595,-60.6552
0.000000,0,1,664,112.5126,-60.4529
0.000000,0,1,672,112.7507,-60.1001
0.000000,0,1,680,113.2052,-59.4305
0.000000,0,1,688,113.2436,-59.3794
0.000000,0,1,696,113.3951,-59.1688
0.000000,0,1,704,113.5382,-58.9651
0.000000,0,1,712,113.6524,-58.8026
0.000000,0,1,720,113.7759,-58.6268
0.000000,0,1,728,113.9925,-58.3144
0.000000,0,1,736,114.7437,-57.3775
0.000000,0,1,744,115.6950,-56.8712
0.000000,0,1,752,115.7735,-56.8611
0.000000,0,1,760,116.0550,-56.8397
0.000000,0,1,768,116.1387,-56.8353
0.000000,0,1,776,116.2383,-56.8271
0.000000,0,1,784,116.2859,-56.8223
0.000000,0,1,792,116.5782,-56.7607
0.000000,0,1,800,117.2950,-56.5738
0.000000,0,1,808,117.6236,-56.5549
0.000000,0,1,816,117.7375,-56.5541
0.000000,0,1,824,117.9711,-56.5448
0.000000,0,1,832,118.7591,-56.5460
0.000000,0,1,840,118.9029,-56.5717
0.000000,0,1,848,119.1961,-56.6369
0.000000,0,1,856,119.3735,-56.6812
0.000000,0,1,864,119.4610,-56.7041
0.000000,0,1,872,119.7811,-56.7462
0.000000,0,1,880,120.6315,-56.8800
0.000000,0,1,888,120.9310,-56.9929
0.000000,0,1,896,121.3974,-57.1790
0.000000,0,1,904,121.8892,-57.4322
0.000000,0,1,912,122.1700,-57.5867
0.000000,0,1,920,122.2343,-57.6195
0.000000,0,1,928,122.7416,-57.8352
0.000000,0,1,936,123.8785,-58.4925
0.000000,0,1,944,124.1412,-58.6959
0.000000,0,1,952,124.5341,-58.9763
0.000000,0,1,960,125.7987,-59.9058
0.000000,0,1,968,128.9394,-62.3931
0.000000,0,1,976,130.8714,-63.4632
0.000000,0,1,984,131.0302,-63.5211
0.000000,0,1,992,131.5993,-63.6260
0.000000,0,1,1000,132.9323,-63.7709
0.000000,0,1,1008,133.7604,-63.8831
0.000000,0,1,1016,133.9593,-63.8961
0.000000,0,1,1024,134.7180,-63.8373
0.000000,0,1,1032,136.3874,-63.8047
0.000000,0,1,1040,140.5202,-64.2379
0.000000,0,1,1048,145.5514,-64.5601
0.000000,0,1,1056,150.5825,-64.6213
0.000000,0,1,1064,155.6137,-64.6076
0.000000,0,1,1072,163.2798,-64.5783
0.000000,0,1,1080,174.4550,-64.5635
0.000000,0,1,1088,234.2717,-64.5610
0.000000,0,2,0,0.0000,-65.0000
0.000000,0,2,8,0.0707,-64.9854
0.000000,0,2,16,0.6925,-64.9161
0.000000,0,2,24,5.7031,-64.6221
0.000000,0,2,32,14.5994,-64.5431
0.000000,0,2,40,23.4957,-64.5550
0.000000,0,2,48,32.3920,-64.5604
0.000000,0,2,56,41.2882,-64.5625
0.000000,0,2,64,61.0579,-64.5615
0.000000,0,2,72,100.0076,-64.5602
0.000000,0,2,80,100.0453,-64.5299
0.000000,0,2,88,100.0703,-64.4847
0.000000,0,2,96,100.1598,-64.1907
0.000000,0,2,104,100.3261,-63.2206
0.000000,0,2,112,100.3801,-62.8223
0.000000,0,2,120,100.4750,-62.0513
0.000000,0,2,128,100.5500,-61.3946
0.000000,0,2,136,100.6091,-60.8553
0.000000,0,2,144,100.9710,-57.3880
0.000000,0,2,152,101.0425,-56.6991
0.000000,0,2,160,101.0809,-56.3307
0.000000,0,2,168,101.2711,-54.4818
0.000000,0,2,176,101.6213,-50.7154
0.000000,0,2,184,101.8987,-46.0769
0.000000,0,2,192,102.1199,-36.8480
0.000000,0,2,200,102.2594,-24.8462
0.000000,0,2,208,102.3853,-13.3615
0.000000,0,2,216,102.5865,1.4467
0.000000,0,2,224,102.6690,6.1080
0.000000,0,2,232,102.6885,7.0878
0.000000,0,2,240,102.7409,9.4999
0.000000,0,2,248,102.8032,11.9458
0.000000,0,2,256,102.9021,14.9703
0.000000,0,2,264,103.0139,17.2617
0.000000,0,2,272,103.0715,18.0359
0.000000,0,2,280,103.2179,18.9643
0.000000,0,2,288,103.6301,15.8453
0.000000,0,2,296,103.7641,13.6224
0.000000,0,2,304,104.0237,8.3211
0.000000,0,2,312,104.0774,7.1040
0.000000,0,2,320,104.4317,-1.4635
0.000000,0,2,328,104.7401,-9.1657
0.000000,0,2,336,104.8382,-11.5734
0.000000,0,2,344,105.0100,-15.6880
0.000000,0,2,352,105.1115,-18.0368
0.000000,0,2,360,105.7252,-30.5363
0.000000,0,2,368,106.2301,-38.6202
0.000000,0,2,376,106.3684,-40.5747
0.000000,0,2,384,106.5566,-43.1027
0.000000,0,2,392,106.9678,-48.1815
0.000000,0,2,400,107.4200,-52.9865
0.000000,0,2,408,107.4700,-53.4528
0.000000,0,2,416,107.5815,-54.4335
0.000000,0,2,424,107.9850,-57.3330
0.000000,0,2,432,108.0909,-57.9426
0.000000,0,2,440,108.2643,-58.8214
0.000000,0,2,448,108.3431,-59.1721
0.000000,0,2,456,108.4007,-59.4067
0.000000,0,2,464,108.5724,-60.0018
0.000000,0,2,472,108.6828,-60.3150
0.000000,0,2,480,109.0676,-61.0873
0.000000,0,2,488,109.2359,-61.3243
0.000000,0,2,496,109.3127,-61.4150
0.000000,0,2,504,109.3746,-61.4773
0.000000,0,2,512,109.6450,-61.6378
0.000000,0,2,520,109.7342,-61.6636
0.000000,0,2,528,110.1000,-61.6795
0.000000,0,2,536,110.2187,-61.6662
0.000000,0,2,544,110.6647,-61.5669
0.000000,0,2,552,110.9825,-61.5028
0.000000,0,2,560,111.1673,-61.4627
0.000000,0,2,568,111.2303,-61.4482
0.000000,0,2,576,111.3350,-61.4208
0.000000,0,2,584,111.4150,-61.3952
0.000000,0,2,592,111.5407,-61.3452
0.000000,0,2,600,111.6150,-61.3084
0.000000,0,2,608,111.6929,-61.2627
0.000000,0,2,616,111.7826,-61.2030
0.000000,0,2,624,111.9951,-61.0306
0.000000,0,2,632,112.1213,-60.9128
0.000000,0,2,640,112.1913,-60.8428
0.000000,0,2,648,112.2850,-60.7430
0.000000,0,2,656,112.3595,-60.6552
0.000000,0,2,664,112.5126,-60.4529
0.000000,0,2,672,112.7507,-60.1001
0.000000,0,2,680,113.2052,-59.4305
0.000000,0,2,688,113.2436,-59.3794
0.000000,0,2,696,113.3951,-59.1688
0.000000,0,2,704,113.5382,-58.9651
0.000000,0,2,712,113.6524,-58.8026
0.000000,0,2,720,113.7759,-58.6268
0.000000,0,2,728,113.9925,-58.3144
0.000000,0,2,736,114.7437,-57.3775
0.000000,0,2,744,115.6950,-56.8712
0.000000,0,2,752,115.7735,-56.8611
0.000000,0,2,760,116.0550,-56.8397
0.000000,0,2,768,116.1387,-56.8353
0.000000,0,2,776,116.2383,-56.8271
0.000000,0,2,784,116.2859,-56.8223
0.000000,0,2,792,116.5782,-56.7607
0.000000,0,2,800,117.2950,-56.5738
0.000000,0,2,808,117.6236,-56.5549
0.000000,0,2,816,117.7375,-56.5541
0.000000,0,2,824,117.9711,-56.5448
0.000000,0,2,832,118.7591,-56.5460
0.000000,0,2,840,118.9029,-56.5717
0.000000,0,2,848,119.1961,-56.6369
0.000000,0,2,856,119.3735,-56.6812
0.000000,0,2,864,119.4610,-56.7041
0.000000,0,2,872,119.7811,-56.7462
0.000000,0,2,880,120.6315,-56.8800
0.000000,0,2,888,120.9310,-56.9929
0.000000,0,2,896,121.3974,-57.1790
0.000000,0,2,904,121.8892,-57.4322
0.000000,0,2,912,122.1700,-57.5867
0.000000,0,2,920,122.2343,-57.6195
0.000000,0,2,928,122.7416,-57.8352
0.000000,0,2,936,123.8785,-58.4925
0.000000,0,2,944,124.1412,-58.6959
0.000000,0,2,952,124.5341,-58.9763
0.000000,0,2,960,125.7987,-59.9058
0.000000,0,2,968,128.9394,-62.3931
0.000000,0,2,976,130.8714,-63.4632
0.000000,0,2,984,131.0302,-63.5211
0.000000,0,2,992,131.5993,-63.6260
0.000000,0,2,1000,132.9323,-63.7709
0.000000,0,2,1008,133.7604,-63.8831
0.000000,0,2,1016,133.9593,-63.8961
0.000000,0,2,1024,134.7180,-63.8373
0.000000,0,2,1032,136.3874,-63.8047
0.000000,0,2,1040,140.5202,-64.2379
0.000000,0,2,1048,145.5514,-64.5601
0.000000,0,2,1056,150.5825,-64.6213
0.000000,0,2,1064,155.6137,-64.6076
0.000000,0,2,1072,163.2798,-64.5783
0.000000,0,2,1080,174.4550,-64.5635
0.000000,0,2,1088,234.2717,-64.5610
0.000000,0,3,0,0.0000,-65.0000
0.000000,0,3,8,0.0707,-64.9854
0.000000,0,3,16,0.6925,-64.9161
0.000000,0,3,24,5.7031,-64.6221
0.000000,0,3,32,14.5994,-64.5431
0.000000,0,3,40,23.4957,-64.5550
0.000000,0,3,48,32.3920,-64.5604
0.000000,0,3,56,41.2882,-64.5625
0.000000,0,3,64,61.0579,-64.5615
0.000000,0,3,72,100.0076,-64.5602
0.000000,0,3,80,100.0453,-64.5299
0.000000,0,3,88,100.0703,-64.4847
0.000000,0,3,96,100.1598,-64.1907
0.000000,0,3,104,100.3261,-63.2206
0.000000,0,3,112,100.3801,-62.8223
0.000000,0,3,120,100.4750,-62.0513
0.000000,0,3,128,100.5500,-61.3946
0.000000,0,3,136,100.6091,-60.8553
0.000000,0,3,144,100.9710,-57.3880
0.000000,0,3,152,101.0425,-56.6991
0.000000,0,3,160,101.0809,-56.3307
0.000000,0,3,168,101.2711,-54.4818
0.000000,0,3,176,101.6213,-50.7154
0.000000,0,3,184,101.8987,-46.0769
0.000000,0,3,192,102.1199,-36.8480
0.000000,0,3,200,102.2594,-24.8462
0.000000,0,3,208,102.3853,-13.3615
0.000000,0,3,216,102.5865,1.4467
0.000000,0,3,224,102.6690,6.1080
0.000000,0,3,232,102.6885,7.0878
0.000000,0,3,240,102.7409,9.4999
0.000000,0,3,248,102.8032,11.9458
0.000000,0,3,256,102.9021,14.9703
0.000000,0,3,264,103.0139,17.2617
0.000000,0,3,272,103.0715,18.0359
0.000000,0,3,280,103.2179,18.9643
0.000000,0,3,288,103.6301,15.8453
0.000000,0,3,296,103.7641,13.6224
0.000000,0,3,304,104.0237,8.3211
0.000000,0,3,312,104.0774,7.1040
0.000000,0,3,320,104.4317,-1.4635
0.000000,0,3,328,104.7401,-9.1657
0.000000,0,3,336,104.8382,-11.5734
0.000000,0,3,344,105.0100,-15.6880
0.000000,0,3,352,105.1115,-18.0368
0.000000,0,3,360,105.7252,-30.5363
0.000000,0,3,368,106.2301,-38.6202
0.000000,0,3,376,106.3684,-40.5747
0.000000,0,3,384,106.5566,-43.1027
0.000000,0,3,392,106.9678,-48.1815
0.000000,0,3,400,107.4200,-52.9865
0.000000,0,3,408,107.4700,-53.4528
0.000000,0,3,416,107.5815,-54.4335
0.000000,0,3,424,107.9850,-57.3330
0.000000,0,3,432,108.0909,-57.9426
0.000000,0,3,440,108.2643,-58.8214
0.000000,0,3,448,108.3431,-59.1721
0.000000,0,3,456,108.4007,-59.4067
0.000000,0,3,464,108.5724,-60.0018
0.000000,0,3,472,108.6828,-60.3150
0.000000,0,3,480,109.0676,-61.0873
0.000000,0,3,488,109.2359,-61.3243
0.000000,0,3,496,109.3127,-61.4150
0.000000,0,3,504,109.3746,-61.4773
0.000000,0,3,512,109.6450,-61.6378
0.000000,0,3,520,109.7342,-61.6636
0.000000,0,3,528,110.1000,-61.6795
0.000000,0,3,536,110.2187,-61.6662
0.000000,0,3,544,110.6647,-61.5669
0.000000,0,3,552,110.9825,-61.5028
0.000000,0,3,560,111.1673,-61.4627
0.000000,0,3,568,111.2303,-61.4482
0.000000,0,3,576,111.3350,-61.4208
0.000000,0,3,584,111.4150,-61.3952
0.000000,0,3,592,111.5407,-61.3452
0.000000,0,3,600,111.6150,-61.3084
0.000000,0,3,608,111.6929,-61.2627
0.000000,0,3,616,111.7826,-61.2030
0.000000,0,3,624,111.9951,-61.0306
0.000000,0,3,632,112.1213,-60.9128
0.000000,0,3,640,112.1913,-60.8428
0.000000,0,3,648,112.2850,-60.7430
0.000000,0,3,656,112.3595,-60.6552
0.000000,0,3,664,112.5126,-60.4529
0.000000,0,3,672,112.7507,-60.1001
0.000000,0,3,680,113.2052,-59.4305
0.000000,0,3,688,113.2436,-59.3794
0.000000,0,3,696,113.3951,-59.1688
0.000000,0,3,704,113.5382,-58.9651
0.000000,0,3,712,113.6524,-58.8026
0.000000,0,3,720,113.7759,-58.6268
0.000000,0,3,728,113.9925,-58.3144
0.000000,0,3,736,114.7437,-57.3775
0.000000,0,3,744,115.6950,-56.8712
0.000000,0,3,752,115.7735,-56.8611
0.000000,0,3,760,116.0550,-56.8397
0.000000,0,3,768,116.1387,-56.8353
0.000000,0,3,776,116.2383,-56.8271
0.000000,0,3,784,116.2859,-56.8223
0.000000,0,3,792,116.5782,-56.7607
0.000000,0,3,800,117.2950,-56.5738
0.000000,0,3,808,117.6236,-56.5549
0.000000,0,3,816,117.7375,-56.5541
0.000000,0,3,824,117.9711,-56.5448
0.000000,0,3,832,118.7591,-56.5460
0.000000,0,3,840,118.9029,-56.5717
0.000000,0,3,848,119.1961,-56.6369
0.000000,0,3,856,119.3735,-56.6812
0.000000,0,3,864,119.4610,-56.7041
0.000000,0,3,872,119.7811,-56.7462
0.000000,0,3,880,120.6315,-56.8800
0.000000,0,3,888,120.9310,-56.9929
0.000000,0,3,896,121.3974,-57.1790
0.000000,0,3,904,121.8892,-57.4322
0.000000,0,3,912,122.1700,-57.5867
0.000000,0,3,920,122.2343,-57.6195
0.000000,0,3,928,122.7416,-57.8352
0.000000,0,3,936,123.8785,-58.4925
0.000000,0,3,944,124.1412,-58.6959
0.000000,0,3,952,124.5341,-58.9763
0.000000,0,3,960,125.7987,-59.9058
0.000000,0,3,968,128.9394,-62.3931
0.000000,0,3,976,130.8714,-63.4632
0.000000,0,3,984,131.0302,-63.5211
0.000000,0,3,992,131.5993,-63.6260
0.000000,0,3,1000,132.9323,-63.7709
0.000000,0,3,1008,133.7604,-63.8831
0.000000,0,3,1016,133.9593,-63.8961
0.000000,0,3,1024,134.7180,-63.8373
0.000000,0,3,1032,136.3874,-63.8047
0.000000,0,3,1040,140.5202,-64.2379
0.000000,0,3,1048,145.5514,-64.5601
0.000000,0,3,1056,150.5825,-64.6213
0.000000,0,3,1064,155.6137,-64.6076
0.000000,0,3,1072,163.2798,-64.5783
0.000000,0,3,1080,174.4550,-64.5635
0.000000,0,3,1088,234.2717,-64.5610
0.000000,0,4,0,0.0000,-65.0000
0.000000,0,4,8,0.0707,-64.9854
0.000000,0,4,16,0.6925,-64.9161
0.000000,0,4,24,5.7031,-64.6221
0.000000,0,4,32,14.5994,-64.5431
0.000000,0,4,40,23.4957,-64.5550
0.000000,0,4,48,32.3920,-64.5604
0.000000,0,4,56,41.2882,-64.5625
0.000000,0,4,64,61.0579,-64.5615
0.000000,0,4,72,100.0076,-64.5602
0.000000,0,4,80,100.0453,-64.5299
0.000000,0,4,88,100.0703,-64.4847
0.000000,0,4,96,100.1598,-64.1907
0.000000,0,4,104,100.3261,-63.2206
0.000000,0,4,112,100.3801,-62.8223
0.000000,0,4,120,100.4750,-62.0513
0.000000,0,4,128,100.5500,-61.3946
0.000000,0,4,136,100.6091,-60.8553
0.000000,0,4,144,100.9710,-57.3880
0.000000,0,4,152,101.0425,-56.6991
0.000000,0,4,160,101.0809,-56.3307
0.000000,0,4,168,101.2711,-54.4818
0.000000,0,4,176,101.6213,-50.7154
0.000000,0,4,184,101.8987,-46.0769
0.000000,0,4,192,102.1199,-36.8480
0.000000,0,4,200,102.2594,-24.8462
0.000000,0,4,208,102.3853,-13.3615
0.000000,0,4,216,102.5865,1.4467
0.000000,0,4,224,102.6690,6.1080
0.000000,0,4,232,102.6885,7.0878
0.000000,0,4,240,102.7409,9.4999
0.000000,0,4,248,102.8032,11.9458
0.000000,0,4,256,102.9021,14.9703
0.000000,0,4,264,103.0139,17.2617
0.000000,0,4,272,103.0715,18.0359
0.000000,0,4,280,103.2179,18.9643
0.000000,0,4,288,103.6301,15.8453
0.000000,0,4,296,103.7641,13.6224
0.000000,0,4,304,104.0237,8.3211
0.000000,0,4,312,104.0774,7.1040
0.000000,0,4,320,104.4317,-1.4635
0.000000,0,4,328,104.7401,-9.1657
0.000000,0,4,336,104.8382,-11.5734
0.000000,0,4,344,105.0100,-15.6880
0.000000,0,4,352,105.1115,-18.0368
0.000000,0,4,360,105.7252,-30.5363
0.000000,0,4,368,106.2301,-38.6202
0.000000,0,4,376,106.3684,-40.5747
0.000000,0,4,384,106.5566,-43.1027
0.000000,0,4,392,106.9678,-48.1815
0.000000,0,4,400,107.4200,-52.9865
0.000000,0,4,408,107.4700,-53.4528
0.000000,0,4,416,107.5815,-54.4335
0.000000,0,4,424,107.9850,-57.3330
0.000000,0,4,432,108.0909,-57.9426
0.000000,0,4,440,108.2643,-58.8214
0.000000,0,4,448,108.3431,-59.1721
0.000000,0,4,456,108.4007,-59.4067
0.000000,0,4,464,108.5724,-60.0018
0.000000,0,4,472,108.6828,-60.3150
0.000000,0,4,480,109.0676,-61.0873
0.000000,0,4,488,109.2359,-61.3243
0.000000,0,4,496,109.3127,-61.4150
0.000000,0,4,504,109.3746,-61.4773
0.000000,0,4,512,109.6450,-61.6378
0.000000,0,4,520,109.7342,-61.6636
0.000000,0,4,528,110.1000,-61.6795
0.000000,0,4,536,110.2187,-61.6662
0.000000,0,4,544,110.6647,-61.5669
0.000000,0,4,552,110.9825,-61.5028
0.000000,0,4,560,111.1673,-61.4627
0.000000,0,4,568,111.2303,-61.4482
0.000000,0,4,576,111.3350,-61.4208
0.000000,0,4,584,111.4150,-61.3952
0.000000,0,4,592,111.5407,-61.3452
0.000000,0,4,600,111.6150,-61.3084
0.000000,0,4,608,111.6929,-61.2627
0.000000,0,4,616,111.7826,-61.2030
0.000000,0,4,624,111.9951,-61.0306
0.000000,0,4,632,112.1213,-60.9128
0.000000,0,4,640,112.1913,-60.8428
0.000000,0,4,648,112.2850,-60.7430
0.000000,0,4,656,112.3595,-60.6552
0.000000,0,4,664,112.5126,-60.4529
0.000000,0,4,672,112.7507,-60.1001
0.000000,0,4,680,113.2052,-59.4305
0.000000,0,4,688,113.2436,-59.3794
0.000000,0,4,696,113.3951,-59.1688
0.000000,0,4,704,113.5382,-58.9651
0.000000,0,4,712,113.6524,-58.8026
0.000000,0,4,720,113.7759,-58.6268
0.000000,0,4,728,113.9925,-58.3144
0.000000,0,4,736,114.7437,-57.3775
0.000000,0,4,744,115.6950,-56.8712
0.000000,0,4,752,115.7735,-56.8611
0.000000,0,4,760,116.0550,-56.8397
0.000000,0,4,768,116.1387,-56.8353
0.000000,0,4,776,116.2383,-56.8271
0.000000,0,4,784,116.2859,-56.8223
0.000000,0,4,792,116.5782,-56.7607
0.000000,0,4,800,117.2950,-56.5738
0.000000,0,4,808,117.6236,-56.5549
0.000000,0,4,816,117.7375,-56.5541
0.000000,0,4,824,117.9711,-56.5448
0.000000,0,4,832,118.7591,-56.5460
0.000000,0,4,840,118.9029,-56.5717
0.000000,0,4,848,119.1961,-56.6369
0.000000,0,4,856,119.3735,-56.6812
0.000000,0,4,864,119.4610,-56.7041
0.000000,0,4,872,119.7811,-56.7462
0.000000,0,4,880,120.6315,-56.8800
0.000000,0,4,888,120.9310,-56.9929
0.000000,0,4,896,121.3974,-57.1790
0.000000,0,4,904,121.8892,-57.4322
0.000000,0,4,912,122.1700,-57.5867
0.000000,0,4,920,122.2343,-57.6195
0.000000,0,4,928,122.7416,-57.8352
0.000000,0,4,936,123.8785,-58.4925
0.000000,0,4,944,124.1412,-58.6959
0.000000,0,4,952,124.5341,-58.9763
0.000000,0,4,960,125.7987,-59.9058
0.000000,0,4,968,128.9394,-62.3931
0.000000,0,4,976,130.8714,-63.4632
0.000000,0,4,984,131.0302,-63.5211
0.000000,0,4,992,131.5993,-63.6260
0.000000,0,4,1000,132.9323,-63.7709
0.000000,0,4,1008,133.7604,-63.8831
0.000000,0,4,1016,133.9593,-63.8961
0.000000,0,4,1024,134.7180,-63.8373
0.000000,0,4,1032,136.3874,-63.8047
0.000000,0,4,1040,140.5202,-64.2379
0.000000,0,4,1048,145.5514,-64.5601
0.000000,0,4,1056,150.5825,-64.6213
0.000000,0,4,1064,155.6137,-64.6076
0.000000,0,4,1072,163.2798,-64.5783
0.000000,0,4,1080,174.4550,-64.5635
0.000000,0,4,1088,234.2717,-64.5610
0.000000,0,5,0,0.0000,-65.0000
0.000000,0,5,8,0.0707,-64.9854
0.000000,0,5,16,0.6925,-64.9161
0.000000,0,5,24,5.7031,-64.6221
0.000000,0,5,32,14.5994,-64.5431
0.000000,0,5,40,23.4957,-64.5550
0.000000,0,5,48,32.3920,-64.5604
0.000000,0,5,56,41.2882,-64.5625
0.000000,0,5,64,61.0579,-64.5615
0.000000,0,5,72,100.0076,-64.5602
0.000000,0,5,80,100.0453,-64.5299
0.000000,0,5,88,100.0703,-64.4847
0.000000,0,5,96,100.1598,-64.1907
0.000000,0,5,104,100.3261,-63.2206
0.000000,0,5,112,100.3801,-62.8223
0.000000,0,5,120,100.4750,-62.0513
0.000000,0,5,128,100.5500,-61.3946
0.000000,0,5,136,100.6091,-60.8553
0.000000,0,5,144,100.9710,-57.3880
0.000000,0,5,152,101.0425,-56.6991
0.000000,0,5,160,101.0809,-56.3307
0.000000,0,5,168,101.2711,-54.4818
0.000000,0,5,176,101.6213,-50.7154
0.000000,0,5,184,101.8987,-46.0769
0.000000,0,5,192,102.1199,-36.8480
0.000000,0,5,200,102.2594,-24.8462
0.000000,0,5,208,102.3853,-13.3615
0.000000,0,5,216,102.5865,1.4467
0.000000,0,5,224,102.6690,6.1080
0.000000,0,5,232,102.6885,7.0878
0.000000,0,5,240,102.7409,9.4999
0.000000,0,5,248,102.8032,11.9458
0.000000,0,5,256,102.9021,14.9703
0.000000,0,5,264,103.0139,17.2617
0.000000,0,5,272,103.0715,18.0359
0.000000,0,5,280,103.2179,18.9643
0.000000,0,5,288,103.6301,15.8453
0.000000,0,5,296,103.7641,13.6224
0.000000,0,5,304,104.0237,8.3211
0.000000,0,5,312,104.0774,7.1040
0.000000,0,5,320,104.4317,-1.4635
0.000000,0,5,328,104.7401,-9.1657
0.000000,0,5,336,104.8382,-11.5734
0.000000,0,5,344,105.0100,-15.6880
0.000000,0,5,352,105.1115,-18.0368
0.000000,0,5,360,105.7252,-30.5363
0.000000,0,5,368,106.2301,-38.6202
0.000000,0,5,376,106.3684,-40.5747
0.000000,0,5,384,106.5566,-43.1027
0.000000,0,5,392,106.9678,-48.1815
0.000000,0,5,400,107.4200,-52.9865
0.000000,0,5,408,107.4700,-53.4528
0.000000,0,5,416,107.5815,-54.4335
0.000000,0,5,424,107.9850,-57.3330
0.000000,0,5,432,108.0909,-57.9426
0.000000,0,5,440,108.2643,-58.8214
0.000000,0,5,448,108.3431,-59.1721
0.000000,0,5,456,108.4007,-59.4067
0.000000,0,5,464,108.5724,-60.0018
0.000000,0,5,472,108.6828,-60.3150
0.000000,0,5,480,109.0676,-61.0873
0.000000,0,5,488,109.2359,-61.3243
0.000000,0,5,496,109.3127,-61.4150
0.000000,0,5,504,109.3746,-61.4773
0.000000,0,5,512,109.6450,-61.6378
0.000000,0,5,520,109.7342,-61.6636
0.000000,0,5,528,110.1000,-61.6795
0.000000,0,5,536,110.2187,-61.6662
0.000000,0,5,544,110.6647,-61.5669
0.000000,0,5,552,110.9825,-61.5028
0.000000,0,5,560,111.1673,-61.4627
0.000000,0,5,568,111.2303,-61.4482
0.000000,0,5,576,111.3350,-61.4208
0.000000,0,5,584,111.4150,-61.3952
0.000000,0,5,592,111.5407,-61.3452
0.000000,0,5,600,111.6150,-61.3084
0.000000,0,5,608,111.6929,-61.2627
0.000000,0,5,616,111.7826,-61.2030
0.000000,0,5,624,111.9951,-61.0306
0.000000,0,5,632,112.1213,-60.9128
0.000000,0,5,640,112.1913,-60.8428
0.000000,0,5,648,112.2850,-60.7430
0.000000,0,5,656,112.3595,-60.6552
0.000000,0,5,664,112.5126,-60.4529
0.000000,0,5,672,112.7507,-60.1001
0.000000,0,5,680,113.2052,-59.4305
0.000000,0,5,688,113.2436,-59.3794
0.000000,0,5,696,113.3951,-59.1688
0.000000,0,5,704,113.5382,-58.9651
0.000000,0,5,712,113.6524,-58.8026
0.000000,0,5,720,113.7759,-58.6268
0.000000,0,5,728,113.9925,-58.3144
0.000000,0,5,736,114.7437,-57.3775
0.000000,0,5,744,115.6950,-56.8712
0.000000,0,5,752,115.7735,-56.8611
0.000000,0,5,760,116.0550,-56.8397
0.000000,0,5,768,116.1387,-56.8353
0.000000,0,5,776,116.2383,-56.8271
0.000000,0,5,784,116.2859,-56.8223
0.000000,0,5,792,116.5782,-56.7607
0.000000,0,5,800,117.2950,-56.5738
0.000000,0,5,808,117.6236,-56.5549
0.000000,0,5,816,117.7375,-56.5541
0.000000,0,5,824,117.9711,-56.5448
0.000000,0,5,832,118.7591,-56.5460
0.000000,0,5,840,118.9029,-56.5717
0.000000,0,5,848,119.1961,-56.6369
0.000000,0,5,856,119.3735,-56.6812
0.000000,0,5,864,119.4610,-56.7041
0.000000,0,5,872,119.7811,-56.7462
0.000000,0,5,880,120.6315,-56.8800
0.000000,0,5,888,120.9310,-56.9929
0.000000,0,5,896,121.3974,-57.1790
0.000000,0,5,904,121.8892,-57.4322
0.000000,0,5,912,122.1700,-57.5867
0.000000,0,5,920,122.2343,-57.6195
0.000000,0,5,928,122.7416,-57.8352
0.000000,0,5,936,123.8785,-58.4925
0.000000,0,5,944,124.1412,-58.6959
0.000000,0,5,952,124.5341,-58.9763
0.000000,0,5,960,125.7987,-59.9058
0.000000,0,5,968,128.9394,-62.3931
0.000000,0,5,976,130.8714,-63.4632
0.000000,0,5,984,131.0302,-63.5211
0.000000,0,5,992,131.5993,-63.6260
0.000000,0,5,1000,132.9323,-63.7709
0.000000,0,5,1008,133.7604,-63.8831
0.000000,0,5,1016,133.9593,-63.8961
0.000000,0,5,1024,134.7180,-63.8373
0.000000,0,5,1032,136.3874,-63.8047
0.000000,0,5,1040,140.5202,-64.2379
0.000000,0,5,1048,145.5514,-64.5601
0.000000,0,5,1056,150.5825,-64.6213
0.000000,0,5,1064,155.6137,-64.6076
0.000000,0,5,1072,163.2798,-64.5783
0.000000,0,5,1080,174.4550,-64.5635
0.000000,0,5,1088,234.2717,-64.5610
0.000000,0,6,0,0.0000,-65.0000
0.000000,0,6,8,0.0707,-64.9854
0.000000,0,6,16,0.6925,-64.9161
0.000000,0,6,24,5.7031,-64.6221
0.000000,0,6,32,14.5994,-64.5431
0.000000,0,6,40,23.4957,-64.5550
0.000000,0,6,48,32.3920,-64.5604
0.000000,0,6,56,41.2882,-64.5625
0.000000,0,6,64,61.0579,-64.5615
0.000000,0,6,72,100.0076,-64.5602
0.000000,0,6,80,100.0453,-64.5299
0.000000,0,6,88,100.0703,-64.4847
0.000000,0,6,96,100.1598,-64.1907
0.000000,0,6,104,100.3261,-63.2206
0.000000,0,6,112,100.3801,-62.8223
